,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,TotalCharges
1683,1,23,1,1,1,1,2,0,19.6,426.65
1684,1,35,0,0,0,0,0,0,50.15,1655.35
1685,0,27,0,0,0,0,0,1,70.55,1943.9
1686,1,26,0,2,0,2,0,1,60.05,1616.15
1687,1,12,1,1,1,1,1,0,26.4,314.95
1688,0,40,1,1,1,1,2,0,20.15,804.85
1689,1,7,2,2,2,0,0,0,58.85,465.7
1690,1,70,2,2,0,0,0,1,97.55,6669.05
1691,1,60,1,1,1,1,2,0,19.65,1161.75
1692,1,39,0,0,0,0,1,1,25.25,947.75
1693,0,72,2,2,2,2,2,0,114.45,8375.05
1694,0,1,0,0,0,0,0,1,34.7,34.7
1695,1,54,0,2,0,2,1,1,70.7,3770.0
1696,0,3,0,0,0,0,0,1,85.3,264.8
1697,1,63,2,2,2,2,2,0,75.55,4707.85
1698,1,71,0,2,0,2,2,1,84.8,6152.4
1699,0,42,1,1,1,1,1,1,20.65,958.1
1700,0,47,1,1,1,1,2,0,20.45,943.0
1701,1,66,0,2,2,0,1,1,102.45,6615.15
1702,0,21,2,0,2,0,0,1,104.4,2200.25
1703,0,11,0,2,0,2,0,1,35.65,425.1
1704,1,1,0,0,2,0,0,1,99.75,99.75
1705,0,55,0,2,2,2,0,0,90.45,5044.8
1706,0,69,0,2,2,2,2,1,97.65,6743.55
1707,0,3,0,0,2,0,0,0,73.85,196.4
1708,0,4,0,0,2,2,0,1,74.4,299.7
1709,0,30,0,0,2,2,2,1,69.1,2093.9
1710,0,5,0,0,2,2,0,1,82.75,417.75
1711,0,71,1,1,1,1,2,1,24.4,1725.4
1712,0,29,0,2,0,0,1,1,55.25,1620.2
1713,0,52,0,2,0,2,0,0,61.35,3169.55
1714,0,68,2,2,2,0,1,0,76.75,5233.25
1715,1,46,1,1,1,1,2,0,19.4,967.85
1716,0,8,0,0,0,0,0,1,54.75,438.05
1717,0,72,1,1,1,1,2,0,19.7,1421.9
1718,0,17,1,1,1,1,1,0,19.9,323.15
1719,0,3,0,2,2,2,0,1,107.95,318.6
1720,0,2,0,2,0,0,0,1,83.8,163.7
1721,0,9,2,0,0,0,0,1,74.25,639.65
1722,0,51,0,2,2,0,1,1,56.4,2928.5
1723,1,6,1,1,1,1,2,0,20.1,100.35
1724,0,3,0,0,0,0,0,0,94.9,273.2
1725,0,17,0,0,0,0,0,1,94.2,1608.15
1726,0,30,0,0,0,0,0,0,49.9,1441.95
1727,0,31,0,2,0,2,0,1,71.05,2168.15
1728,0,45,2,0,2,2,2,0,81.65,3618.7
1729,0,64,2,2,2,0,1,0,89.45,5692.65
1730,0,1,0,0,0,0,0,1,59.85,59.85
1731,0,1,0,0,0,0,0,1,69.6,69.6
1732,1,61,0,2,0,0,1,0,99.0,5969.3
1733,0,1,1,1,1,1,0,0,19.05,19.05
1734,0,9,0,0,0,0,0,1,45.4,418.8
1735,1,72,2,2,2,2,2,0,114.45,8100.55
1736,0,1,1,1,1,1,0,0,19.5,19.5
1737,0,7,0,0,0,0,0,1,44.25,313.45
1738,0,66,0,2,2,2,1,1,90.55,6130.95
1739,0,1,0,0,0,0,0,1,69.9,69.9
1740,1,40,1,1,1,1,0,1,20.4,745.3
1741,0,16,0,2,2,0,0,1,71.4,1212.1
1742,0,2,0,2,0,0,0,1,87.15,183.75
1743,0,67,1,1,1,1,2,0,24.85,1583.5
1744,0,41,2,2,2,0,1,1,104.45,4162.05
1745,1,56,1,1,1,1,2,1,19.8,1119.9
1746,0,72,2,2,2,2,2,1,116.45,8013.55
1747,1,3,0,0,0,0,0,1,84.75,264.85
1748,0,54,1,1,1,1,2,0,20.05,1102.4
1749,0,52,0,2,2,2,0,1,110.75,5832.0
1750,0,50,0,0,2,2,2,1,89.7,4304.5
1751,0,14,0,0,0,2,0,1,89.95,1178.4
1752,0,27,2,0,0,0,1,0,48.7,1421.75
1753,0,72,2,2,2,2,2,1,96.6,6827.5
1754,0,62,2,2,0,0,1,1,74.3,4698.05
1755,0,12,0,2,0,2,0,1,54.3,654.5
1756,0,44,0,0,2,2,1,0,74.85,3268.05
1757,1,54,0,2,0,2,2,1,79.95,4362.05
1758,0,68,1,1,1,1,2,0,20.05,1386.9
1759,0,20,1,1,1,1,0,0,19.4,415.4
1760,1,50,0,0,2,0,1,0,54.9,2614.1
1761,0,58,1,1,1,1,2,1,24.45,1513.6
1762,1,35,0,2,0,0,0,1,89.65,3161.6
1763,0,2,0,0,0,0,0,1,45.4,80.95
1764,1,63,2,0,2,2,2,0,75.7,4676.7
1765,0,58,2,2,2,0,1,1,110.65,6526.65
1766,1,27,1,1,1,1,1,1,20.55,583.3
1767,0,71,2,2,2,2,2,1,115.15,8078.1
1768,0,63,0,0,2,0,1,0,58.55,3503.5
1769,0,71,0,2,2,0,0,1,93.25,6669.45
1770,0,41,2,2,2,0,0,1,113.2,4689.5
1771,0,13,0,0,0,0,0,1,90.5,1201.15
1772,0,2,0,0,0,0,0,0,79.0,143.65
1773,1,68,1,1,1,1,2,1,19.35,1292.65
1774,1,1,2,0,0,0,0,1,48.75,48.75
1775,0,65,2,0,2,2,2,1,109.05,7108.2
1776,0,72,1,1,1,1,2,1,25.0,1802.55
1777,0,28,0,0,0,2,0,1,54.9,1505.15
1778,1,72,1,1,1,1,2,0,24.75,1859.1
1779,0,2,2,2,0,0,0,1,91.15,168.5
1780,1,18,1,1,1,1,1,0,20.15,390.85
1781,0,60,0,2,2,0,1,1,104.35,6339.45
1782,0,26,0,0,0,2,0,1,66.05,1652.4
1783,1,1,0,0,0,0,0,1,71.65,71.65
1784,0,4,1,1,1,1,0,0,20.35,77.5
1785,1,68,2,2,2,2,2,1,92.2,6392.85
1786,0,38,0,2,2,2,0,1,84.25,3264.5
1787,0,42,2,0,2,0,1,1,105.2,4599.15
1788,0,57,1,1,1,1,2,1,19.6,1134.25
1789,0,54,0,2,0,0,0,0,30.4,1621.35
1790,0,12,0,0,0,0,0,0,78.1,947.3
1791,0,44,2,2,2,0,1,1,61.5,2722.2
1792,1,42,2,2,0,0,0,1,69.4,3058.3
1793,1,72,1,1,1,1,2,0,24.75,1769.6
1794,1,71,2,2,2,2,2,0,91.05,6293.75
1795,0,19,0,0,2,0,0,0,89.65,1761.05
1796,0,23,0,0,0,2,0,1,73.65,1642.75
1797,0,30,1,1,1,1,2,0,19.4,578.5
1798,0,35,1,1,1,1,1,0,26.2,954.9
1799,0,10,2,0,0,0,0,1,98.7,973.25
1800,0,1,0,0,0,0,0,1,43.85,43.85
1801,0,22,0,0,0,0,0,1,69.7,1490.4
1802,1,7,2,2,2,0,2,0,38.55,280.0
1803,0,36,2,2,2,2,2,1,53.1,1901.25
1804,1,34,1,1,1,1,0,0,20.65,716.4
1805,1,72,2,2,2,0,2,0,64.45,4720.0
1806,1,36,1,1,1,1,2,0,25.1,930.95
1807,0,1,0,0,2,0,0,0,76.35,76.35
1808,0,23,0,2,0,0,0,1,79.15,1676.95
1809,0,32,0,0,0,0,0,1,85.0,2642.05
1810,1,71,2,2,2,2,1,1,95.15,6770.85
1811,0,23,0,0,2,0,0,1,79.35,1835.3
1812,0,17,0,0,2,0,1,1,96.65,1588.25
1813,0,1,0,0,2,2,0,1,75.5,75.5
1814,1,12,1,1,1,1,2,0,19.7,258.35
1815,0,72,1,1,1,1,2,0,20.5,1502.25
1816,0,1,1,1,1,1,0,0,19.2,19.2
1817,0,72,0,2,0,0,2,0,98.35,6929.4
1818,1,60,0,0,0,0,0,0,74.35,4453.3
1819,1,61,0,2,2,2,2,0,51.35,3244.4
1820,0,6,0,0,0,0,0,0,45.65,323.45
1821,0,32,0,0,0,0,0,0,85.3,2661.1
1822,1,31,0,0,0,0,0,1,86.55,2697.4
1823,0,19,0,2,0,0,0,1,73.85,1424.5
1824,1,72,1,1,1,1,2,0,20.3,1401.15
1825,0,32,0,2,0,0,0,1,54.2,1739.6
1826,0,65,0,2,0,0,0,1,90.65,5931.0
1827,1,45,2,0,0,0,0,1,50.9,2333.85
1828,0,42,1,1,1,1,1,0,25.05,949.85
1829,0,8,0,0,0,0,0,1,74.85,572.45
1830,1,32,1,1,1,1,2,0,20.5,696.8
1831,0,22,2,2,0,2,0,1,63.55,1381.8
1832,0,57,0,0,0,0,0,1,44.85,2572.95
1833,0,1,2,0,0,0,0,0,47.95,47.95
1834,0,1,0,0,0,0,0,0,45.1,45.1
1835,0,1,0,0,0,0,0,1,45.0,45.0
1836,0,24,0,0,0,2,0,1,96.0,2122.45
1837,0,1,1,1,1,1,0,0,20.05,20.05
1838,0,54,0,2,0,0,0,1,90.05,4931.8
1839,0,4,1,1,1,1,2,1,25.3,116.95
1840,1,65,2,0,2,2,2,0,108.65,6937.95
1841,0,56,1,1,1,1,1,0,24.3,1261.7
1842,0,45,2,0,2,0,0,1,75.95,3273.8
1843,1,71,1,1,1,1,2,0,19.7,1415.85
1844,0,59,2,2,2,0,1,0,66.4,3958.2
1845,0,69,0,2,2,0,1,1,35.75,2492.25
1846,0,19,1,1,1,1,1,0,18.8,279.2
1847,1,55,1,1,1,1,2,0,19.4,1083.0
1848,0,38,1,1,1,1,1,0,19.3,755.5
1849,0,10,0,0,0,0,0,1,45.55,402.6
1850,0,47,2,2,2,0,0,1,67.45,3252.0
1851,0,2,0,0,0,0,0,1,35.1,68.75
1852,0,1,0,0,0,0,0,0,46.2,46.2
1853,0,1,0,0,0,0,0,0,45.15,45.15
1854,0,1,0,2,2,0,0,1,43.3,43.3
1855,1,46,1,1,1,1,2,1,20.1,936.85
1856,0,38,2,2,0,0,0,1,57.15,2250.65
1857,0,65,2,0,2,2,2,0,58.9,3857.1
1858,0,19,2,0,0,0,0,1,73.2,1441.1
1859,0,52,0,2,0,0,0,1,85.35,4338.6
1860,1,71,1,1,1,1,2,0,19.45,1378.45
1861,0,1,0,0,0,0,0,0,45.95,45.95
1862,0,52,0,2,2,2,0,1,50.5,2566.3
1863,0,6,1,1,1,1,1,0,25.1,171.0
1864,0,26,0,0,2,0,1,0,60.7,1597.4
1865,0,48,0,2,0,0,1,1,99.0,4744.35
1866,1,64,2,0,0,2,1,1,104.4,6721.6
1867,0,3,0,2,0,0,0,0,83.75,247.25
1868,0,1,0,0,0,0,0,1,44.05,44.05
1869,1,72,1,1,1,1,2,0,24.1,1734.65
1870,0,1,0,0,0,0,0,1,45.55,45.55
1871,1,51,2,2,0,0,0,1,93.8,4539.35
1872,1,41,1,1,1,1,2,0,19.7,804.25
1873,1,72,2,2,2,0,2,1,70.65,5011.15
1874,0,43,2,2,0,2,2,0,86.45,3574.5
1875,0,72,2,2,2,2,2,1,114.1,8086.4
1876,0,47,0,0,0,0,1,1,95.2,4563.0
1877,0,72,2,2,2,2,2,0,88.55,6362.35
1878,0,3,1,1,1,1,0,1,20.75,67.1
1879,0,1,0,0,0,0,0,1,70.05,70.05
1880,0,2,0,0,0,0,0,1,86.0,165.45
1881,0,26,2,2,0,0,0,1,44.65,1156.55
1882,1,29,2,0,0,0,0,1,60.2,1834.15
1883,0,35,2,2,0,2,0,1,100.5,3653.35
1884,0,27,2,2,0,0,1,0,55.45,1477.65
1885,1,24,2,2,0,2,0,1,70.3,1706.45
1886,1,67,2,0,2,2,2,1,60.4,3953.7
1887,0,16,0,0,0,0,0,0,72.65,1194.3
1888,0,23,0,2,2,0,1,0,55.8,1327.85
1889,0,14,0,2,0,0,0,1,31.1,419.7
1890,1,1,1,1,1,1,0,1,21.0,21.0
1891,0,1,0,0,0,0,0,0,45.1,45.1
1892,0,4,0,2,0,0,0,1,50.95,207.35
1893,1,16,2,2,0,0,0,1,69.1,1083.7
1894,0,46,0,0,0,0,0,1,43.95,2007.85
1895,1,68,2,2,0,2,2,1,86.5,5882.75
1896,0,38,2,2,2,2,0,0,69.95,2657.55
1897,0,30,0,2,0,0,0,1,50.4,1527.5
1898,0,5,0,0,0,0,0,0,78.95,378.4
1899,0,17,0,2,2,0,0,1,90.95,1612.2
1900,1,4,1,1,1,1,2,0,19.9,76.65
1901,0,12,1,1,1,1,1,0,20.15,260.7
1902,1,72,2,2,2,2,2,1,90.6,6441.85
1903,0,3,0,0,0,0,0,1,92.0,266.8
1904,0,56,0,2,0,2,0,1,94.45,5124.6
1905,0,41,1,1,1,1,1,1,24.85,962.25
1906,0,40,0,2,0,2,1,0,36.0,1382.9
1907,0,7,2,2,0,2,0,1,78.5,571.05
1908,0,69,1,1,1,1,2,0,19.95,1399.35
1909,1,7,1,1,1,1,1,0,20.65,150.0
1910,1,5,0,2,0,0,0,1,30.5,167.2
1911,1,72,2,2,2,2,2,0,106.1,7657.4
1912,1,44,1,1,1,1,1,1,20.5,865.05
1913,0,65,0,2,2,0,1,1,95.5,6153.85
1914,0,3,0,0,0,2,0,0,64.6,174.2
1915,0,24,0,0,0,2,0,1,51.1,1269.6
1916,0,44,0,2,2,0,0,1,84.8,3862.55
1917,0,72,2,2,2,2,2,0,89.1,6352.4
1918,0,24,2,0,0,2,0,0,54.95,1348.5
1919,0,1,0,0,2,0,0,0,50.9,50.9
1920,0,22,1,1,1,1,0,1,20.45,471.55
1921,1,70,0,2,2,2,2,1,85.95,5931.75
1922,1,25,0,0,0,0,0,0,60.35,1404.65
1923,1,37,1,1,1,1,2,0,19.8,726.1
1924,1,22,0,0,0,0,0,0,85.35,1961.6
1925,1,59,0,0,2,2,2,1,72.1,4194.85
1926,1,49,0,0,2,0,0,1,99.8,4872.45
1927,1,47,0,0,2,2,0,1,107.35,5118.95
1928,1,31,1,1,1,1,0,1,19.55,658.95
1929,1,1,0,0,0,0,0,1,81.05,81.05
1930,0,3,1,1,1,1,0,1,20.5,76.95
1931,0,53,0,2,2,2,1,1,111.8,5809.75
1932,0,1,1,1,1,1,0,0,20.2,20.2
1933,0,20,1,1,1,1,1,1,19.7,415.9
1934,0,3,2,2,0,0,0,1,79.1,246.5
1935,0,51,1,1,1,1,1,1,19.85,996.95
1936,0,51,2,2,0,2,1,1,60.5,3145.15
1937,1,13,1,1,1,1,2,0,19.55,265.3
1938,0,1,1,1,1,1,0,0,20.9,20.9
1939,1,1,1,1,1,1,0,1,21.05,21.05
1940,0,63,2,2,2,2,1,0,71.5,4576.3
1941,0,3,0,0,0,0,0,0,54.65,189.1
1942,0,46,1,1,1,1,2,0,19.2,908.15
1943,0,1,0,0,0,0,0,1,49.8,49.8
1944,1,8,0,0,0,0,0,0,25.5,215.2
1945,1,71,1,1,1,1,2,0,20.5,1500.95
1946,1,55,0,0,2,0,0,1,90.4,5099.15
1947,0,70,0,2,2,2,1,1,90.25,6385.95
1948,0,2,0,0,0,0,0,0,80.75,159.45
1949,1,67,2,0,0,2,2,0,104.6,6885.75
1950,0,65,0,2,0,0,0,1,91.85,5940.85
1951,0,14,0,0,2,0,0,0,50.2,668.85
1952,1,20,0,0,2,2,0,1,95.5,1916.2
1953,1,1,0,2,0,0,0,1,75.35,75.35
1954,0,1,0,0,0,0,0,1,75.45,75.45
1955,1,49,0,0,0,0,0,1,95.4,4613.95
1956,0,72,2,2,2,0,2,1,101.3,7261.25
1957,0,46,2,0,0,0,0,0,53.1,2459.8
1958,0,24,0,2,2,0,0,1,84.85,2048.8
1959,1,5,0,2,0,2,0,0,34.25,163.55
1960,1,33,0,2,2,2,0,0,88.6,2888.7
1961,0,42,2,2,0,0,1,1,60.15,2421.6
1962,0,23,2,0,2,0,1,1,99.95,2292.75
1963,0,8,0,0,0,0,0,0,70.7,553.4
1964,0,66,2,2,0,0,1,1,54.8,3465.7
1965,0,24,2,0,0,0,0,1,49.55,1210.4
1966,0,24,0,2,0,0,0,0,54.8,1291.3
1967,0,69,2,2,2,2,1,1,78.6,5356.45
1968,0,53,0,2,2,0,1,1,100.3,5200.8
1969,0,60,2,0,2,0,2,0,53.6,3237.05
1970,0,7,0,0,0,0,0,1,81.1,576.65
1971,0,20,1,1,1,1,1,1,19.35,433.75
1972,1,23,0,0,0,0,0,0,85.6,1868.4
1973,1,72,2,0,2,2,2,1,80.8,5728.55
1974,0,11,0,0,0,0,0,1,74.95,825.7
1975,0,21,1,1,1,1,2,0,19.6,390.4
1976,0,1,0,0,0,0,0,1,93.55,93.55
1977,0,31,0,2,0,0,0,1,90.7,2845.15
1978,0,57,0,2,2,2,2,0,69.75,3894.4
1979,1,45,1,1,1,1,2,1,20.0,886.4
1980,0,10,0,2,2,0,0,1,95.25,1021.55
1981,0,58,0,0,2,2,0,1,102.1,5885.4
1982,1,14,1,1,1,1,0,0,19.95,268.4
1983,0,27,2,0,0,2,1,0,80.85,2204.35
1984,1,14,0,2,0,0,0,1,90.9,1259.0
1985,1,12,0,2,0,0,0,0,29.2,309.1
1986,1,69,0,2,0,2,2,1,93.3,6398.05
1987,1,25,0,2,2,0,0,1,89.15,2257.75
1988,0,58,2,2,2,0,1,1,108.85,6287.25
1989,1,35,2,0,0,2,2,1,46.35,1662.05
1990,0,16,0,0,0,0,0,1,84.75,1350.15
1991,1,45,0,2,2,0,1,0,78.75,3600.65
1992,0,17,0,2,0,0,0,1,83.55,1329.15
1993,1,1,0,0,0,0,0,1,45.7,45.7
1994,0,22,1,1,1,1,1,0,19.6,422.5
1995,0,1,0,0,0,0,0,1,69.95,69.95
1996,1,67,2,0,2,2,2,0,67.85,4627.65
1997,1,67,0,0,2,2,2,1,105.65,6717.9
1998,0,2,0,0,0,0,0,0,44.6,97.1
1999,0,23,0,0,0,0,0,1,74.95,1710.45
2000,0,9,0,0,2,0,0,0,75.5,637.4
2001,0,5,1,1,1,1,0,0,20.15,117.95
2002,0,54,2,0,0,2,2,0,45.2,2460.55
2003,0,57,0,0,2,0,2,1,95.25,5464.65
2004,0,24,0,0,2,0,0,1,89.85,2165.05
2005,1,49,0,2,0,0,1,0,100.45,4941.8
2006,0,5,0,0,0,0,0,0,47.15,223.15
2007,0,2,0,0,0,0,0,1,80.2,181.1
2008,1,4,0,0,2,2,0,1,87.1,341.45
2009,1,70,2,2,2,2,2,1,79.25,5731.85
2010,0,5,0,0,0,0,0,1,75.9,357.75
2011,1,53,2,0,2,2,0,0,85.7,4616.1
2012,0,47,2,2,2,0,0,1,98.75,4533.7
2013,1,31,1,1,1,1,1,0,20.1,589.25
2014,1,13,0,2,2,2,0,0,61.8,750.1
2015,1,28,0,0,0,0,0,0,49.9,1410.25
2016,0,10,0,0,0,0,0,0,86.45,830.85
2017,0,38,1,1,1,1,2,0,20.4,743.5
2018,0,1,0,0,0,0,0,1,45.3,45.3
2019,0,67,0,2,2,0,1,0,104.1,7040.85
2020,0,52,2,2,0,0,1,1,75.4,3865.45
2021,1,62,2,2,2,2,2,0,108.15,6825.65
2022,0,16,0,2,0,0,0,1,86.25,1340.1
2023,0,5,0,2,0,0,0,1,81.0,371.65
2024,0,12,0,0,2,0,1,0,95.7,1184.0
2025,1,72,2,2,2,2,2,1,116.85,8477.7
2026,0,71,0,2,0,2,1,0,105.75,7382.85
2027,0,24,1,1,1,1,1,0,20.15,456.85
2028,0,15,1,1,1,1,2,0,19.6,331.6
2029,0,67,2,2,0,0,1,1,90.6,6056.15
2030,1,2,2,2,0,0,0,0,60.95,134.6
2031,1,5,0,0,0,0,0,0,25.05,125.5
2032,0,15,0,0,0,0,0,0,88.15,1390.6
2033,0,1,1,1,1,1,0,1,20.2,20.2
2034,1,41,2,2,2,0,1,1,60.3,2511.3
2035,1,43,2,2,0,0,0,1,63.95,2737.05
2036,0,1,0,0,0,0,0,0,74.3,74.3
2037,0,1,0,0,0,0,0,1,70.6,70.6
2038,1,26,0,0,0,0,0,1,90.8,2361.8
2039,0,22,0,2,0,0,0,1,79.35,1730.35
2040,0,71,2,2,2,2,2,0,90.55,6404.0
2041,0,7,1,1,1,1,2,0,19.45,165.35
2042,0,28,0,2,2,2,0,0,64.45,1867.6
2043,0,16,0,0,0,0,0,0,69.65,1043.3
2044,0,7,1,1,1,1,1,0,19.5,128.6
2045,0,69,0,2,2,2,2,1,110.5,7455.45
2046,1,1,0,0,0,0,0,0,24.7,24.7
2047,0,3,2,0,2,0,0,1,77.4,206.15
2048,0,21,0,0,2,0,0,1,96.8,2030.3
2049,0,69,0,2,2,0,0,1,85.4,5869.4
2050,0,71,2,2,2,2,2,1,47.6,3377.8
2051,1,69,1,1,1,1,2,0,19.4,1346.2
2052,0,48,0,0,2,2,0,1,103.85,4946.05
2053,0,47,0,2,2,0,0,1,83.35,4065.0
2054,0,2,0,0,0,0,0,1,49.4,106.55
2055,0,45,2,0,2,2,0,1,108.45,4964.7
2056,0,51,0,2,0,0,0,0,81.0,4085.75
2057,0,22,2,0,0,2,0,1,79.2,1742.75
2058,0,72,2,2,2,2,2,0,86.65,6224.8
2059,1,37,0,2,2,0,0,1,92.95,3415.25
2060,1,71,2,2,2,2,2,0,90.35,6325.25
2061,1,7,0,0,2,0,0,0,48.7,340.25
2062,0,66,1,1,1,1,2,1,25.15,1683.6
2063,1,51,2,0,0,2,1,1,76.4,3966.3
2064,1,30,1,1,1,1,1,0,19.55,608.5
2065,0,34,0,0,0,0,0,0,85.35,2896.6
2066,1,64,1,1,1,1,2,1,24.8,1514.85
2067,0,65,0,2,2,0,1,1,103.15,6792.45
2068,0,47,2,2,0,2,0,0,100.75,4669.2
2069,0,1,2,0,0,0,0,1,95.6,95.6
2070,0,49,2,2,0,0,0,1,59.75,2934.3
2071,1,67,0,2,0,2,2,0,94.1,6302.8
2072,1,39,1,1,1,1,1,0,19.35,779.2
2073,0,14,1,1,1,1,0,0,19.9,283.75
2074,0,43,2,2,0,2,0,1,108.15,4600.7
2075,0,56,0,0,2,0,0,1,101.05,5594.0
2076,0,14,0,0,0,2,1,0,59.1,772.85
2077,0,1,0,0,0,0,0,0,71.35,71.35
2078,1,16,2,2,0,0,1,1,55.85,857.8
2079,1,70,2,2,0,0,0,1,106.05,7554.05
2080,0,72,2,2,2,0,2,1,84.1,5981.65
2081,1,23,0,0,2,0,0,1,75.3,1702.9
2082,1,21,1,1,1,1,0,0,24.7,467.15
2083,0,1,1,1,1,1,0,1,20.15,20.15
2084,1,1,0,0,0,0,0,0,69.75,69.75
2085,0,32,0,0,0,0,0,1,93.2,2931.0
2086,1,17,0,0,0,0,0,0,80.85,1400.85
2087,0,4,2,2,0,0,0,1,33.65,137.85
2088,0,36,0,0,2,0,1,0,55.8,1941.5
2089,0,50,0,2,2,2,2,0,39.7,1932.75
2090,1,48,0,0,0,2,0,1,29.5,1423.05
2091,1,50,1,1,1,1,2,0,20.15,970.85
2092,0,72,2,2,2,2,2,0,79.55,5810.9
2093,1,10,1,1,1,1,0,0,24.8,223.9
2094,0,18,1,1,1,1,0,0,19.65,391.7
2095,0,1,0,0,0,0,0,1,79.95,79.95
2096,0,1,1,1,1,1,0,0,19.3,19.3
2097,0,9,0,0,2,0,0,1,94.05,811.65
2098,0,2,2,0,0,0,0,0,90.75,174.75
2099,0,40,0,0,0,2,0,1,78.85,3126.85
2100,0,69,0,0,2,0,1,0,99.5,6841.45
2101,0,37,2,0,2,2,1,1,99.2,3754.6
2102,1,18,0,0,2,0,0,1,80.55,1406.65
2103,0,11,0,0,0,0,0,1,70.2,834.7
2104,0,8,0,0,0,0,0,1,85.2,627.4
2105,0,3,0,0,0,0,0,0,75.25,242.0
2106,1,55,2,0,0,0,1,0,59.45,3157.0
2107,0,33,0,2,2,0,0,1,93.35,3092.0
2108,0,46,0,0,0,0,0,0,44.95,2168.9
2109,0,34,1,1,1,1,2,0,26.1,980.35
2110,0,3,1,1,1,1,0,0,20.2,65.95
2111,1,30,1,1,1,1,2,0,21.25,711.9
2112,0,33,2,0,0,2,1,0,59.4,1952.8
2113,1,45,0,2,2,0,1,1,95.0,4368.85
2114,0,40,2,2,0,2,0,1,61.9,2647.1
2115,0,71,2,2,2,2,2,1,118.65,8477.6
2116,0,1,0,0,2,0,0,0,54.35,54.35
2117,1,72,2,2,2,2,2,0,64.45,4528.0
2118,1,22,0,0,0,0,0,1,80.15,1790.65
2119,1,46,1,1,1,1,1,1,20.2,845.6
2120,1,55,1,1,1,1,2,0,21.0,1210.3
2121,0,1,1,1,1,1,0,0,20.45,20.45
2122,0,12,0,0,0,2,1,1,75.85,854.45
2123,0,31,0,2,0,0,0,1,80.45,2429.1
2124,0,5,0,0,0,0,0,1,24.95,100.4
2125,1,67,2,0,0,0,2,1,75.5,5229.45
2126,0,1,0,0,0,0,0,0,44.45,44.45
2127,0,40,2,2,2,0,1,1,42.35,1716.45
2128,1,41,2,2,2,0,0,1,74.55,3023.55
2129,0,1,0,0,0,0,0,1,75.3,75.3
2130,0,51,2,2,0,0,1,1,94.8,4837.6
2131,1,42,2,0,2,2,2,0,48.15,2032.3
2132,1,23,1,1,1,1,1,0,19.65,436.9
2133,0,1,0,0,0,0,0,1,70.55,70.55
2134,0,1,1,1,1,1,0,0,20.15,20.15
2135,0,56,2,2,0,0,0,1,106.6,5893.95
2136,1,15,0,2,0,0,0,1,91.0,1430.05
2137,1,12,1,1,1,1,2,1,25.4,313.0
2138,1,54,2,0,2,2,2,0,69.95,3871.85
2139,0,7,0,0,0,0,0,1,66.85,458.1
2140,1,33,0,0,0,0,0,0,86.15,2745.7
2141,1,16,1,1,1,1,0,0,20.15,341.35
2142,1,21,2,0,2,0,1,0,64.85,1336.8
2143,0,30,0,0,2,0,2,0,74.85,2181.75
2144,0,3,0,0,0,2,0,1,50.5,147.75
2145,0,11,0,0,2,0,0,0,72.9,818.45
2146,0,62,2,2,2,2,1,1,115.05,7133.45
2147,0,18,1,1,1,1,0,0,19.0,348.8
2148,1,6,1,1,1,1,0,0,19.55,128.6
2149,0,46,0,0,2,0,1,1,101.1,4674.4
2150,0,21,0,0,0,0,0,1,84.1,1737.45
2151,0,68,1,1,1,1,2,1,24.15,1498.85
2152,0,1,0,0,0,0,0,1,50.1,50.1
2153,0,25,0,0,2,0,0,1,74.6,1797.75
2154,1,24,1,1,1,1,2,0,19.75,498.1
2155,0,30,0,0,0,0,0,1,85.0,2624.25
2156,0,2,0,0,0,0,0,0,80.55,184.1
2157,0,51,0,2,2,0,1,1,106.8,5498.8
2158,1,57,2,0,2,2,2,1,84.5,4845.4
2159,0,15,1,1,1,1,2,0,25.05,369.1
2160,1,72,2,2,2,2,2,1,83.7,6096.9
2161,0,2,0,0,2,0,0,1,75.8,160.75
2162,0,28,0,2,2,0,0,0,96.6,2684.35
2163,0,29,0,0,2,0,0,1,98.5,3004.15
2164,1,70,2,2,2,2,2,1,101.1,6994.8
2165,0,13,1,1,1,1,1,0,20.2,273.25
2166,0,59,2,2,2,2,1,1,94.05,5483.9
2167,0,13,0,0,0,0,0,1,95.25,1233.65
2168,0,7,0,0,0,0,0,1,74.4,527.9
2169,0,62,2,0,2,2,2,0,81.0,4985.9
2170,0,21,2,0,2,2,1,1,60.25,1258.35
2171,0,2,0,0,2,0,0,0,60.85,111.4
2172,0,1,0,0,0,0,0,0,43.95,43.95
2173,0,4,0,0,2,0,0,0,86.05,308.1
2174,0,19,1,1,1,1,1,0,20.25,383.65
2175,0,30,0,0,0,2,0,0,85.15,2555.9
2176,1,67,1,1,1,1,2,1,19.4,1284.2
2177,0,72,2,2,2,0,2,1,102.65,7550.3
2178,0,53,1,1,1,1,2,0,19.9,1110.05
2179,0,5,1,1,1,1,1,0,19.55,99.6
2180,0,71,0,2,2,2,2,1,95.5,6707.15
2181,1,50,0,2,2,2,1,1,84.15,4164.4
2182,1,56,0,0,2,2,2,1,103.2,5873.75
2183,0,2,0,0,0,2,0,1,50.2,109.25
2184,0,2,0,0,2,0,0,1,88.55,179.25
2185,1,24,2,0,0,0,0,0,54.75,1338.15
2186,1,46,1,1,1,1,2,0,19.95,862.4
2187,0,71,2,2,2,2,2,1,116.25,8564.75
